function,optimizer,min_abs_loss,last_abs_loss,rank
McCormick Function,Yogi,1.8830891847610474,1.8830891847610474,12.0
McCormick Function,SGDPolyakMomentum,1.8951038122177124,1.8951038122177124,13.0
Power Sum Function,RPropMomentum,3.892825126647949,3.892825126647949,1.0
Power Sum Function,ProximalHB,3.892943859100342,4.24908447265625,2.0
Power Sum Function,Rprop,3.8958961963653564,3.9074149131774902,3.0
Power Sum Function,RpropwithPolyak,3.8958961963653564,3.9074149131774902,3.0
Power Sum Function,SGD,3.942744016647339,8.342361450195312,5.0
Power Sum Function,SGDPolyakMomentum,202.2219696044922,202.2219696044922,6.0
Power Sum Function,ProxYogi,372.5870666503906,372.5870666503906,7.0
Power Sum Function,RMSprop,382.0401611328125,382.0401611328125,8.0
Power Sum Function,AMSGradMirror,384.79071044921875,384.79071044921875,9.0
Power Sum Function,AdamQN,385.78399658203125,385.78399658203125,10.0
Power Sum Function,Adam,386.2257385253906,386.2257385253906,11.0
Power Sum Function,AdamW,386.2261657714844,386.2261657714844,12.0
Power Sum Function,Yogi,386.2371826171875,386.2371826171875,13.0
Zakharov Function,Rprop,2.787921403069049e-06,0.000301283405860886,1.0
Zakharov Function,RpropwithPolyak,2.787921403069049e-06,0.000301283405860886,1.0
Zakharov Function,RPropMomentum,1.0596610991342459e-05,2.1832067432114854e-05,3.0
Zakharov Function,ProximalHB,0.007730837911367416,0.6360706686973572,4.0
Zakharov Function,SGD,0.42167237401008606,0.6891937255859375,5.0
Zakharov Function,SGDPolyakMomentum,2.0612845420837402,2.0612845420837402,6.0
Zakharov Function,ProxYogi,148.47129821777344,148.47129821777344,7.0
Zakharov Function,RMSprop,184.1491241455078,184.1491241455078,8.0
Zakharov Function,AMSGradMirror,198.185546875,198.185546875,9.0
Zakharov Function,AdamQN,204.3392333984375,204.3392333984375,10.0
Zakharov Function,AdamW,207.95172119140625,207.95172119140625,11.0
Zakharov Function,Adam,208.33653259277344,208.33653259277344,12.0
Zakharov Function,Yogi,208.42922973632812,208.42922973632812,13.0
Three-Hump Camel Function,SGD,0.0,0.0,1.0
Three-Hump Camel Function,Adam,0.0,0.0,1.0
Three-Hump Camel Function,AdamW,0.0,0.0,1.0
Three-Hump Camel Function,RMSprop,0.0,0.0,1.0
Three-Hump Camel Function,Yogi,0.0,5.213133730578266e-15,1.0
Three-Hump Camel Function,Rprop,0.0,0.0,1.0
Three-Hump Camel Function,RPropMomentum,0.0,0.0,1.0
Three-Hump Camel Function,RpropwithPolyak,0.0,0.0,1.0
Three-Hump Camel Function,SGDPolyakMomentum,0.0,0.0,1.0
Three-Hump Camel Function,ProxYogi,0.0,0.0,1.0
Three-Hump Camel Function,ProximalHB,0.0,0.0,1.0
Three-Hump Camel Function,AdamQN,0.0,0.0,1.0
Three-Hump Camel Function,AMSGradMirror,0.0,0.0,1.0
Six-Hump Camel Function,SGD,0.0,0.0,1.0
Six-Hump Camel Function,Adam,0.0,0.0,1.0
Six-Hump Camel Function,AdamW,0.0,0.0,1.0
Six-Hump Camel Function,RMSprop,0.0,0.0,1.0
Six-Hump Camel Function,Yogi,0.0,0.0027504535391926765,1.0
Six-Hump Camel Function,Rprop,0.0,0.0,1.0
Six-Hump Camel Function,RPropMomentum,0.0,0.0,1.0
Six-Hump Camel Function,RpropwithPolyak,0.0,0.0,1.0
Six-Hump Camel Function,SGDPolyakMomentum,0.0,0.0,1.0
Six-Hump Camel Function,ProxYogi,0.0,0.0,1.0
Six-Hump Camel Function,ProximalHB,0.0,0.0,1.0
Six-Hump Camel Function,AdamQN,0.0,0.0,1.0
Six-Hump Camel Function,AMSGradMirror,0.0,0.0,1.0
Dixon-Price Function,SGD,0.6666666269302368,0.667864203453064,1.0
Dixon-Price Function,Rprop,0.6666666269302368,0.6666666865348816,1.0
Dixon-Price Function,RPropMomentum,0.6666666269302368,0.6666666865348816,1.0
Dixon-Price Function,RpropwithPolyak,0.6666666269302368,0.6666666865348816,1.0
Dixon-Price Function,ProximalHB,0.6666670441627502,0.6680251955986023,5.0
Dixon-Price Function,ProxYogi,0.6965413689613342,0.6965413689613342,6.0
Dixon-Price Function,RMSprop,0.8018425107002258,0.8018425107002258,7.0
Dixon-Price Function,AMSGradMirror,0.8601655960083008,0.8601655960083008,8.0
Dixon-Price Function,SGDPolyakMomentum,0.8688119649887085,0.8688119649887085,9.0
Dixon-Price Function,AdamQN,0.8886990547180176,0.8886990547180176,10.0
Dixon-Price Function,Adam,0.9107491970062256,0.9107491970062256,11.0
Dixon-Price Function,AdamW,0.9107688665390015,0.9107688665390015,12.0
Dixon-Price Function,Yogi,0.9112874865531921,0.9112874865531921,13.0
Rosenbrock Function,SGDPolyakMomentum,0.014435650780797005,2.813309907913208,1.0
Rosenbrock Function,RPropMomentum,0.6251375675201416,0.6251375675201416,2.0
Rosenbrock Function,Rprop,0.6258435845375061,0.6274511814117432,3.0
Rosenbrock Function,RpropwithPolyak,0.6258435845375061,0.6274511814117432,3.0
Rosenbrock Function,SGD,287.3128967285156,,5.0
Rosenbrock Function,ProxYogi,529.6980590820312,529.6980590820312,6.0
Rosenbrock Function,RMSprop,909.691650390625,909.691650390625,7.0
Rosenbrock Function,AMSGradMirror,1073.8907470703125,1073.8907470703125,8.0
Rosenbrock Function,AdamQN,1148.5867919921875,1148.5867919921875,9.0
Rosenbrock Function,AdamW,1197.2239990234375,1197.2239990234375,10.0
Rosenbrock Function,Adam,1200.4508056640625,1200.4508056640625,11.0
Rosenbrock Function,Yogi,1201.643798828125,1201.643798828125,12.0
Rosenbrock Function,ProximalHB,1408.5,,13.0
De Jong Function N. 5,SGD,12.670506477355957,12.670506477355957,1.0
De Jong Function N. 5,Adam,12.670506477355957,12.670506477355957,1.0
De Jong Function N. 5,AdamW,12.670506477355957,12.670506477355957,1.0
De Jong Function N. 5,RMSprop,12.670506477355957,12.670506477355957,1.0
De Jong Function N. 5,Yogi,12.670506477355957,12.670506477355957,1.0
De Jong Function N. 5,Rprop,12.670506477355957,12.670506477355957,1.0
De Jong Function N. 5,RPropMomentum,12.670506477355957,12.670506477355957,1.0
De Jong Function N. 5,RpropwithPolyak,12.670506477355957,12.670506477355957,1.0
De Jong Function N. 5,SGDPolyakMomentum,12.670506477355957,12.670506477355957,1.0
De Jong Function N. 5,ProxYogi,12.670506477355957,12.670506477355957,1.0
De Jong Function N. 5,ProximalHB,12.670506477355957,12.670506477355957,1.0
De Jong Function N. 5,AdamQN,12.670506477355957,12.670506477355957,1.0
De Jong Function N. 5,AMSGradMirror,12.670506477355957,12.670506477355957,1.0
Easom Function,Yogi,2.675238475191577e-09,2.675238475191577e-09,1.0
Easom Function,SGD,2.6752844384247965e-09,2.6752844384247965e-09,2.0
Easom Function,Adam,2.6752844384247965e-09,4.050537683042421e-09,2.0
Easom Function,AdamW,2.6752844384247965e-09,4.050114910114644e-09,2.0
Easom Function,RMSprop,2.6752844384247965e-09,5.751654708063825e-09,2.0
Easom Function,Rprop,2.6752844384247965e-09,8.110174530884251e-05,2.0
Easom Function,RPropMomentum,2.6752844384247965e-09,8.110213093459606e-05,2.0
Easom Function,RpropwithPolyak,2.6752844384247965e-09,8.110174530884251e-05,2.0
Easom Function,SGDPolyakMomentum,2.6752844384247965e-09,2.6752844384247965e-09,2.0
Easom Function,ProxYogi,2.6752844384247965e-09,2.6752844384247965e-09,2.0
Easom Function,ProximalHB,2.6752844384247965e-09,2.6752844384247965e-09,2.0
Easom Function,AdamQN,2.6752844384247965e-09,5.272097869379877e-09,2.0
Easom Function,AMSGradMirror,2.6752844384247965e-09,3.305415052778926e-09,2.0
Michalewicz Function,RMSprop,0.9975857138633728,1.029415488243103,1.0
Michalewicz Function,AdamW,1.0009549856185913,1.0027132034301758,2.0
Michalewicz Function,Adam,1.000956416130066,1.0027559995651245,3.0
Michalewicz Function,Rprop,1.000956416130066,1.8013031482696533,3.0
Michalewicz Function,RPropMomentum,1.000956416130066,1.8013036251068115,3.0
Michalewicz Function,RpropwithPolyak,1.000956416130066,1.8013031482696533,3.0
Michalewicz Function,AdamQN,1.000956416130066,1.003142237663269,3.0
Michalewicz Function,AMSGradMirror,1.0009686946868896,1.0056798458099365,8.0
Michalewicz Function,SGD,1.0009765625,1.001150369644165,9.0
Michalewicz Function,Yogi,1.0009765625,1.0024627447128296,9.0
Michalewicz Function,SGDPolyakMomentum,1.0009765625,1.0009920597076416,9.0
Michalewicz Function,ProxYogi,1.0009765625,1.0987720489501953,9.0
Michalewicz Function,ProximalHB,1.0009765625,1.0283071994781494,9.0
Beale Function,ProximalHB,0.008377800695598125,0.03971971198916435,1.0
Beale Function,Rprop,0.017517153173685074,0.02389916405081749,2.0
Beale Function,RpropwithPolyak,0.017517153173685074,0.02389916405081749,2.0
Beale Function,RPropMomentum,0.0244818814098835,0.0244818814098835,4.0
Beale Function,SGD,0.2461903691291809,0.2461903691291809,5.0
Beale Function,SGDPolyakMomentum,8.854255676269531,8.854255676269531,6.0
Beale Function,ProxYogi,10.874178886413574,10.874178886413574,7.0
Beale Function,RMSprop,12.539350509643555,12.539350509643555,8.0
Beale Function,AMSGradMirror,13.161296844482422,13.161296844482422,9.0
Beale Function,AdamQN,13.42359733581543,13.42359733581543,10.0
Beale Function,Adam,13.579080581665039,13.579080581665039,11.0
Beale Function,AdamW,13.579231262207031,13.579231262207031,12.0
Beale Function,Yogi,13.5836181640625,13.5836181640625,13.0
Branin Function,RPropMomentum,0.3978900909423828,0.3978900909423828,1.0
Branin Function,Rprop,0.3983879089355469,0.3983879089355469,2.0
Branin Function,RpropwithPolyak,0.3983879089355469,0.3983879089355469,2.0
Branin Function,ProximalHB,0.4011363983154297,0.5015945434570312,4.0
Branin Function,SGD,5.939416885375977,5.939416885375977,5.0
Branin Function,SGDPolyakMomentum,20.676185607910156,20.676185607910156,6.0
Branin Function,ProxYogi,21.27995491027832,21.27995491027832,7.0
Branin Function,RMSprop,22.634828567504883,22.634828567504883,8.0
Branin Function,AMSGradMirror,23.16238021850586,23.16238021850586,9.0
Branin Function,AdamQN,23.392087936401367,23.392087936401367,10.0
Branin Function,AdamW,23.502971649169922,23.502971649169922,11.0
Branin Function,Adam,23.539587020874023,23.539587020874023,12.0
Branin Function,Yogi,23.54313087463379,23.54313087463379,13.0
Colville Function,SGD,0.04007638618350029,0.7123470902442932,1.0
Colville Function,RPropMomentum,0.2102111577987671,0.2102111577987671,2.0
Colville Function,Rprop,0.39599287509918213,0.39599287509918213,3.0
Colville Function,RpropwithPolyak,0.39599287509918213,0.39599287509918213,3.0
Colville Function,ProximalHB,12.532638549804688,,5.0
Colville Function,ProxYogi,28.017108917236328,28.017108917236328,6.0
Colville Function,SGDPolyakMomentum,32.034881591796875,32.034881591796875,7.0
Colville Function,RMSprop,34.27754592895508,34.27754592895508,8.0
Colville Function,AMSGradMirror,36.65918731689453,36.65918731689453,9.0
Colville Function,AdamQN,37.640281677246094,37.640281677246094,10.0
Colville Function,Adam,38.492462158203125,38.492462158203125,11.0
Colville Function,AdamW,38.49319076538086,38.49319076538086,12.0
Colville Function,Yogi,38.51131057739258,38.51131057739258,13.0
Forrester Function,ProxYogi,2.250935793313147e-08,0.00023670079826842993,1.0
Forrester Function,SGDPolyakMomentum,6.907230698516287e-08,0.0010071041760966182,2.0
Forrester Function,SGD,4.557708507491043e-06,0.9694201350212097,3.0
Forrester Function,ProximalHB,9.434388630324975e-05,,4.0
Forrester Function,Rprop,0.0007303914171643555,0.9863009452819824,5.0
Forrester Function,RPropMomentum,0.0007303914171643555,0.9863253831863403,5.0
Forrester Function,RpropwithPolyak,0.0007303914171643555,0.9863009452819824,5.0
Forrester Function,RMSprop,0.05320538207888603,0.05320538207888603,8.0
Forrester Function,AMSGradMirror,0.201859250664711,0.201859250664711,9.0
Forrester Function,AdamQN,0.38175398111343384,0.38175398111343384,10.0
Forrester Function,AdamW,0.46341297030448914,0.46341297030448914,11.0
Forrester Function,Adam,0.46552368998527527,0.46552368998527527,12.0
Forrester Function,Yogi,0.46809107065200806,0.46809107065200806,13.0
Goldstein-Price Function,SGDPolyakMomentum,3.666287660598755,3.8281846046447754,1.0
Goldstein-Price Function,RPropMomentum,30.000120162963867,30.0063419342041,2.0
Goldstein-Price Function,Rprop,30.0687255859375,30.168790817260742,3.0
Goldstein-Price Function,RpropwithPolyak,30.0687255859375,30.168790817260742,3.0
Goldstein-Price Function,ProxYogi,210.02828979492188,210.02828979492188,5.0
Goldstein-Price Function,SGD,334.33367919921875,,6.0
Goldstein-Price Function,RMSprop,404.86895751953125,404.86895751953125,7.0
Goldstein-Price Function,AMSGradMirror,479.3914489746094,479.3914489746094,8.0
Goldstein-Price Function,AdamQN,510.593994140625,510.593994140625,9.0
Goldstein-Price Function,Adam,528.4507446289062,528.4507446289062,10.0
Goldstein-Price Function,AdamW,528.4680786132812,528.4680786132812,11.0
Goldstein-Price Function,Yogi,528.880126953125,528.880126953125,12.0
Goldstein-Price Function,ProximalHB,600.0,,13.0
Hartmann 3-D Function,SGD,0.6280220746994019,3.84065318107605,1.0
Hartmann 3-D Function,Adam,0.6280220746994019,1.1097943782806396,1.0
Hartmann 3-D Function,AdamW,0.6280220746994019,1.1076842546463013,1.0
Hartmann 3-D Function,RMSprop,0.6280220746994019,2.0665693283081055,1.0
Hartmann 3-D Function,Yogi,0.6280220746994019,1.1064364910125732,1.0
Hartmann 3-D Function,Rprop,0.6280220746994019,3.8627681732177734,1.0
Hartmann 3-D Function,RPropMomentum,0.6280220746994019,3.8627798557281494,1.0
Hartmann 3-D Function,RpropwithPolyak,0.6280220746994019,3.8627681732177734,1.0
Hartmann 3-D Function,SGDPolyakMomentum,0.6280220746994019,2.5775306224823,1.0
Hartmann 3-D Function,ProxYogi,0.6280220746994019,3.047560453414917,1.0
Hartmann 3-D Function,ProximalHB,0.6280220746994019,3.069650411605835,1.0
Hartmann 3-D Function,AdamQN,0.6280220746994019,1.2203607559204102,1.0
Hartmann 3-D Function,AMSGradMirror,0.6280220746994019,1.514639139175415,1.0
Hartmann 4-D Function,SGD,0.0,0.0,1.0
Hartmann 4-D Function,SGDPolyakMomentum,0.0,0.0,1.0
Hartmann 4-D Function,ProximalHB,0.0,0.0,1.0
Hartmann 4-D Function,Adam,0.0019856335129588842,8.231179237365723,4.0
Hartmann 4-D Function,AdamW,0.0019856335129588842,8.236299514770508,4.0
Hartmann 4-D Function,RMSprop,0.0019856335129588842,8.399996757507324,4.0
Hartmann 4-D Function,Yogi,0.0019856335129588842,8.228129386901855,4.0
Hartmann 4-D Function,Rprop,0.0019856335129588842,8.399999618530273,4.0
Hartmann 4-D Function,RPropMomentum,0.0019856335129588842,8.399999618530273,4.0
Hartmann 4-D Function,RpropwithPolyak,0.0019856335129588842,8.399999618530273,4.0
Hartmann 4-D Function,ProxYogi,0.0019856335129588842,8.373991012573242,4.0
Hartmann 4-D Function,AdamQN,0.0019856335129588842,8.374518394470215,4.0
Hartmann 4-D Function,AMSGradMirror,0.0019856335129588842,8.398627281188965,4.0
Hartmann 6-D Function,SGD,0.5053150057792664,3.3032310009002686,1.0
Hartmann 6-D Function,Adam,0.5053150057792664,1.038476586341858,1.0
Hartmann 6-D Function,AdamW,0.5053150057792664,1.040846586227417,1.0
Hartmann 6-D Function,RMSprop,0.5053150057792664,2.4878740310668945,1.0
Hartmann 6-D Function,Yogi,0.5053150057792664,1.0343395471572876,1.0
Hartmann 6-D Function,Rprop,0.5053150057792664,3.3223676681518555,1.0
Hartmann 6-D Function,RPropMomentum,0.5053150057792664,3.3223679065704346,1.0
Hartmann 6-D Function,RpropwithPolyak,0.5053150057792664,3.3223676681518555,1.0
Hartmann 6-D Function,SGDPolyakMomentum,0.5053150057792664,1.5169458389282227,1.0
Hartmann 6-D Function,ProxYogi,0.5053150057792664,3.2601170539855957,1.0
Hartmann 6-D Function,ProximalHB,0.5053150057792664,3.3111495971679688,1.0
Hartmann 6-D Function,AdamQN,0.5053150057792664,1.1569687128067017,1.0
Hartmann 6-D Function,AMSGradMirror,0.5053150057792664,1.5751534700393677,1.0
"Perm Function (d=4, β=10)",RPropMomentum,2263.77685546875,2263.77685546875,1.0
"Perm Function (d=4, β=10)",Rprop,2337.97705078125,2415.79248046875,2.0
"Perm Function (d=4, β=10)",RpropwithPolyak,2337.97705078125,2415.79248046875,2.0
"Perm Function (d=4, β=10)",SGD,162136.890625,,4.0
"Perm Function (d=4, β=10)",SGDPolyakMomentum,163320.765625,,5.0
"Perm Function (d=4, β=10)",ProxYogi,181126.15625,181126.15625,6.0
"Perm Function (d=4, β=10)",RMSprop,181836.578125,181836.578125,7.0
"Perm Function (d=4, β=10)",AMSGradMirror,182011.921875,182011.921875,8.0
"Perm Function (d=4, β=10)",AdamQN,182075.34375,182075.34375,9.0
"Perm Function (d=4, β=10)",Adam,182107.71875,182107.71875,10.0
"Perm Function (d=4, β=10)",AdamW,182107.75,182107.75,11.0
"Perm Function (d=4, β=10)",Yogi,182108.515625,182108.515625,12.0
"Perm Function (d=4, β=10)",ProximalHB,182236.0,,13.0
Powell Function,Rprop,8.259394962806255e-05,8.738415635889396e-05,1.0
Powell Function,RpropwithPolyak,8.259394962806255e-05,8.738415635889396e-05,1.0
Powell Function,RPropMomentum,0.0006730783497914672,0.0006730783497914672,3.0
Powell Function,ProximalHB,0.021997462958097458,0.25955256819725037,4.0
Powell Function,SGD,0.03603745996952057,0.06479557603597641,5.0
Powell Function,SGDPolyakMomentum,0.39854055643081665,0.4846782982349396,6.0
Powell Function,ProxYogi,7.596400260925293,7.596400260925293,7.0
Powell Function,RMSprop,17.048913955688477,17.048913955688477,8.0
Powell Function,AMSGradMirror,21.344745635986328,21.344745635986328,9.0
Powell Function,AdamQN,23.325759887695312,23.325759887695312,10.0
Powell Function,AdamW,24.69279670715332,24.69279670715332,11.0
Powell Function,Adam,24.71809959411621,24.71809959411621,12.0
Powell Function,Yogi,24.7502384185791,24.7502384185791,13.0
Shekel Function (m=10),SGD,0.8646158576011658,0.8700358867645264,1.0
Shekel Function (m=10),Adam,0.8646158576011658,0.8765917420387268,1.0
Shekel Function (m=10),AdamW,0.8646158576011658,0.877377986907959,1.0
Shekel Function (m=10),RMSprop,0.8646158576011658,0.9272937178611755,1.0
Shekel Function (m=10),Yogi,0.8646158576011658,0.8757477402687073,1.0
Shekel Function (m=10),Rprop,0.8646158576011658,10.53592586517334,1.0
Shekel Function (m=10),RPropMomentum,0.8646158576011658,10.536238670349121,1.0
Shekel Function (m=10),RpropwithPolyak,0.8646158576011658,10.53592586517334,1.0
Shekel Function (m=10),SGDPolyakMomentum,0.8646158576011658,0.8650966286659241,1.0
Shekel Function (m=10),ProxYogi,0.8646158576011658,1.0275830030441284,1.0
Shekel Function (m=10),ProximalHB,0.8646158576011658,1.3921984434127808,1.0
Shekel Function (m=10),AdamQN,0.8646158576011658,0.879364550113678,1.0
Shekel Function (m=10),AMSGradMirror,0.8646158576011658,0.8893318772315979,1.0
Styblinski-Tang Function,SGD,0.0,71.58538818359375,1.0
Styblinski-Tang Function,Adam,0.0,0.2940066158771515,1.0
Styblinski-Tang Function,AdamW,0.0,0.2939254641532898,1.0
Styblinski-Tang Function,RMSprop,0.0,1.0829499959945679,1.0
Styblinski-Tang Function,Yogi,0.0,0.291944295167923,1.0
Styblinski-Tang Function,Rprop,0.0,78.33202362060547,1.0
Styblinski-Tang Function,RPropMomentum,0.0,78.33226776123047,1.0
Styblinski-Tang Function,RpropwithPolyak,0.0,78.33202362060547,1.0
Styblinski-Tang Function,SGDPolyakMomentum,0.0,0.8720084428787231,1.0
Styblinski-Tang Function,ProxYogi,0.0,2.961662769317627,1.0
Styblinski-Tang Function,ProximalHB,0.0,77.46121215820312,1.0
Styblinski-Tang Function,AdamQN,0.0,0.3663333058357239,1.0
Styblinski-Tang Function,AMSGradMirror,0.0,0.5495131015777588,1.0
